ID,customer_code,product_code,estimated_cost,quantity,unit_price,delivery_date,status,created_at
mfqn1qu629bsxk,15112009,PROD001,5289.69,98,53.98,2025-10-12,DELIVERED,2025-09-16T09:29:38.335Z
mfqn1qu7icact4,15112010,PROD002,3801.28,32,118.79,2025-09-20,SHIPPED,2025-09-01T09:29:38.335Z
mfqn1qu7ea0vvk,15112011,PROD003,4333.19,33,131.31,2025-09-30,CONFIRMED,2025-09-19T09:29:38.335Z
mfqn1qu7ui0liw,15112012,PROD004,6573.93,65,101.14,2025-10-09,PENDING,2025-08-26T09:29:38.335Z
mfqn1qu72yaqxr,15112013,PROD005,1659.95,53,31.32,2025-10-11,PENDING,2025-08-23T09:29:38.335Z
mfqn1qu7xzpmjg,15112014,PROD006,2073.17,30,69.11,2025-10-17,PENDING,2025-09-03T09:29:38.335Z
mfqn1qu7txsbwk,15112015,PROD007,2503.59,96,26.08,2025-10-14,CONFIRMED,2025-08-28T09:29:38.335Z
mfqn1qu7biq3s5,15112016,PROD008,83.51,71,1.18,2025-10-06,SHIPPED,2025-09-05T09:29:38.335Z
mfqn1qu7x1xyyb,15112017,PROD009,4143.04,86,48.17,2025-09-30,PENDING,2025-08-31T09:29:38.335Z
mfqn1qu7t9s4u9,15112018,PROD010,2821.17,3,940.39,2025-10-03,PENDING,2025-09-16T09:29:38.335Z
mfqn1qu79pxczh,15112019,PROD011,1590.48,31,51.31,2025-10-11,CONFIRMED,2025-09-13T09:29:38.335Z
mfqn1qu71fb6aj,15112020,PROD012,7597.70,91,83.49,2025-10-19,PENDING,2025-09-11T09:29:38.335Z
mfqn1qu73fyxi4,15112021,PROD013,9916.19,55,180.29,2025-10-05,SHIPPED,2025-09-07T09:29:38.335Z
mfqn1qu77vo8p6,15112022,PROD014,6107.37,77,79.32,2025-09-25,SHIPPED,2025-09-15T09:29:38.335Z
mfqn1qu78oh9vl,15112023,PROD015,2563.41,75,34.18,2025-10-10,SHIPPED,2025-09-07T09:29:38.335Z
mfqn1qu7tbf8dj,15112024,PROD016,4724.51,30,157.48,2025-10-07,SHIPPED,2025-09-05T09:29:38.335Z
mfqn1qu7a0xn94,15112025,PROD017,9989.47,45,221.99,2025-10-12,CONFIRMED,2025-09-19T09:29:38.335Z
mfqn1qu7mjn9el,15112026,PROD018,8338.70,1,8338.70,2025-09-29,SHIPPED,2025-08-27T09:29:38.335Z
mfqn1qu74xkp32,15112027,PROD019,818.31,28,29.23,2025-10-03,SHIPPED,2025-08-22T09:29:38.335Z
mfqn1qu7cazokl,15112028,PROD020,2697.30,63,42.81,2025-09-20,PENDING,2025-09-18T09:29:38.335Z
mfqn1qu71ci6q1,15112029,PROD021,1111.01,21,52.91,2025-09-28,DELIVERED,2025-09-05T09:29:38.335Z
mfqn1qu7izfg2h,15112030,PROD022,8229.40,47,175.09,2025-10-15,DELIVERED,2025-09-11T09:29:38.335Z
mfqn1qu7dr83sg,15112031,PROD023,3853.19,5,770.64,2025-10-11,CONFIRMED,2025-09-07T09:29:38.335Z
mfqn1qu7ao6wsx,15112032,PROD024,3482.46,42,82.92,2025-10-12,CANCELLED,2025-09-14T09:29:38.335Z
mfqn1qu7v47whg,15112033,PROD025,9757.57,77,126.72,2025-10-16,SHIPPED,2025-08-26T09:29:38.335Z
mfqn1qu7ye7z2q,15112034,PROD026,870.65,84,10.36,2025-09-30,PENDING,2025-09-07T09:29:38.335Z
mfqn1qu748iw81,15112035,PROD027,742.50,33,22.50,2025-10-07,CANCELLED,2025-08-22T09:29:38.335Z
mfqn1qu743cvlj,15112036,PROD028,4307.30,86,50.08,2025-10-05,SHIPPED,2025-09-14T09:29:38.335Z
mfqn1qu7dmjuav,15112037,PROD029,423.52,2,211.76,2025-09-20,PENDING,2025-09-19T09:29:38.335Z
mfqn1qu75eff0h,15112038,PROD030,5416.90,14,386.92,2025-10-05,CANCELLED,2025-09-02T09:29:38.335Z
mfqn1qu7q7c01u,15112039,PROD031,8596.52,39,220.42,2025-10-18,PENDING,2025-08-30T09:29:38.335Z
mfqn1qu7a7x9k2,15112040,PROD032,1701.76,15,113.45,2025-10-14,CONFIRMED,2025-08-29T09:29:38.335Z
mfqn1qu7ojdetn,15112041,PROD033,3990.05,39,102.31,2025-09-27,SHIPPED,2025-09-12T09:29:38.335Z
mfqn1qu75qu8tk,15112042,PROD034,1089.67,12,90.81,2025-10-09,PENDING,2025-08-22T09:29:38.335Z
mfqn1qu7tw1ubz,15112043,PROD035,353.71,41,8.63,2025-10-16,SHIPPED,2025-09-08T09:29:38.335Z
